Frequency(Hz),Amp(dB)
9700000000,-2.452826159
9710000000,-2.454409841
9720000000,-2.455990619
9730000000,-2.457636868
9740000000,-2.459354226
9750000000,-2.461101566
9760000000,-2.462902039
9770000000,-2.464761916
9780000000,-2.466672143
9790000000,-2.468656031
9800000000,-2.470711919
9810000000,-2.472727044
9820000000,-2.474824548
9830000000,-2.47694609
9840000000,-2.479071356
9850000000,-2.481212393
9860000000,-2.483322144
9870000000,-2.485417474
9880000000,-2.487465543
9890000000,-2.489474211
9900000000,-2.491462058
9910000000,-2.493397044
9920000000,-2.495303987
9930000000,-2.497144482
9940000000,-2.498968211
9950000000,-2.500701082
9960000000,-2.502409903
9970000000,-2.504154693
9980000000,-2.505821638
9990000000,-2.507521397
10000000000,-2.509218462
10010000000,-2.510919363
10020000000,-2.512654996
10030000000,-2.514397153
10040000000,-2.51615109
10050000000,-2.517940646
10060000000,-2.519819205
10070000000,-2.521730026
10080000000,-2.523742833
10090000000,-2.525683729
10100000000,-2.527684829
10110000000,-2.529757022
10120000000,-2.531871231
10130000000,-2.534012029
10140000000,-2.536159546
10150000000,-2.538311668
10160000000,-2.540403802
10170000000,-2.542493107
10180000000,-2.544564083
10190000000,-2.546595062
10200000000,-2.548581677
10210000000,-2.550500884
10220000000,-2.552363318
10230000000,-2.554245516
10240000000,-2.556024068
10250000000,-2.557787866
10260000000,-2.559528349
10270000000,-2.561192027
10280000000,-2.562819125
10290000000,-2.56441102
10300000000,-2.566029388
10310000000,-2.567652987
10320000000,-2.569239497
10330000000,-2.57084727
10340000000,-2.572436202
10350000000,-2.574058505
10360000000,-2.575740416
10370000000,-2.577408025
10380000000,-2.57910733
10390000000,-2.580793928
10400000000,-2.582540911
10410000000,-2.584278253
10420000000,-2.58606896
10430000000,-2.587869936
10440000000,-2.589648205
10450000000,-2.591387847
10460000000,-2.593088285
10470000000,-2.594856749
10480000000,-2.596562805
10490000000,-2.598231483
10500000000,-2.5998724
10510000000,-2.601496506
10520000000,-2.603107374
10530000000,-2.604676276
10540000000,-2.606181477
10550000000,-2.607719595
10560000000,-2.609178261
10570000000,-2.610633605
10580000000,-2.612018634
10590000000,-2.613415566
10600000000,-2.614784876
10610000000,-2.616135002
10620000000,-2.617505247
10630000000,-2.618848707
10640000000,-2.620207384
10650000000,-2.621539277
10660000000,-2.622860316
10670000000,-2.624172562
10680000000,-2.625465152
10690000000,-2.626795815
10700000000,-2.628099013
10710000000,-2.629453125
10720000000,-2.630818138
10730000000,-2.632135248
10740000000,-2.633533072
10750000000,-2.634916172
10760000000,-2.636282226
10770000000,-2.637641972
10780000000,-2.639067098
10790000000,-2.640436422
10800000000,-2.641869209
10810000000,-2.643282108
10820000000,-2.644802282
10830000000,-2.646321983
10840000000,-2.647864912
10850000000,-2.649450061
10860000000,-2.651025482
10870000000,-2.652539595
10880000000,-2.654153444
10890000000,-2.655742965
10900000000,-2.657309593
10910000000,-2.658814997
10920000000,-2.660398092
10930000000,-2.661952731
10940000000,-2.663440735
10950000000,-2.664974006
10960000000,-2.666452917
10970000000,-2.667915205
10980000000,-2.669405825
10990000000,-2.67083371
11000000000,-2.672307784
11010000000,-2.673706068
11020000000,-2.675122266
11030000000,-2.676527031
11040000000,-2.678023082
11050000000,-2.679496213
11060000000,-2.680979764
11070000000,-2.68254803
11080000000,-2.684148848
11090000000,-2.685736823
11100000000,-2.687410764
11110000000,-2.689132726
11120000000,-2.690925709
11130000000,-2.692793447
11140000000,-2.69460539
11150000000,-2.69640339
11160000000,-2.698341157
11170000000,-2.700270109
11180000000,-2.702292171
11190000000,-2.704289412
11200000000,-2.706317919
11210000000,-2.708360354
11220000000,-2.710375658
11230000000,-2.712378644
11240000000,-2.714331123
11250000000,-2.71630598
11260000000,-2.718234851
11270000000,-2.720158817
11280000000,-2.722098757
11290000000,-2.724000722
11300000000,-2.725896839
11310000000,-2.727852302
11320000000,-2.729794718
11330000000,-2.731678969
11340000000,-2.733611091
11350000000,-2.735551571
11360000000,-2.737524643
11370000000,-2.739521965
